;PC1;PC2;PC3;PC4;PC5;PC6;PC7;true_label;pred_label
0;0.05249653206516896;-0.17087206322371876;-8.726169479868703e-05;-0.1002378003380906;-0.0178847327021762;-0.00124850829567549;0.001906465655617929;0;0.0
1;0.6501555610244703;-0.2667826741579543;-0.20959393319402927;0.12709341037499577;-0.005951481148072216;-0.02987196636648717;0.009346091420788412;1;1.0
2;-0.10948782234147361;-0.12030132131604032;0.01180409422815975;-0.08346057898373391;-0.006898183343885689;6.552045603325144e-05;0.0008101024163688151;0;0.0
3;0.6117678506194432;-0.14231028124636363;-0.2042813913505422;0.11853615802134566;-0.005299108863840888;-0.029796305300208607;0.009312573201912798;1;1.0
4;-0.47477450494520806;0.23819773687439189;0.042954426183090116;-0.07350166682798245;0.013615570084134606;0.0025133808673211623;-0.0011696757445611413;0;0.0
5;0.5874447987056514;-0.05903714784015886;-0.20165372127309464;0.1121324194699024;-0.004978524816669446;-0.029759949757411558;0.009300816008772642;1;1.0
6;0.5928537509060291;-0.05775198078241936;-0.20199811834613493;0.11123307071444574;-0.005397230257075427;-0.029810097165093634;0.00934341807293412;1;1.0
7;0.6059560093429524;-0.1436971278162777;-0.20441147322359296;0.11920961739376655;-0.004858889622809348;-0.029743816535839407;0.009267155211080343;1;1.0
8;0.5722899383493557;0.02642029825622398;-0.19910990194145378;0.10449702616449617;-0.005357978537454996;-0.029807200966192274;0.00936091230199352;1;0.0
9;-0.10967337534176382;-0.2539327728495751;0.009447355839941076;-0.06819706247468618;-0.004554943450573586;0.00034887225162524653;0.0005394523020675213;0;0.0
10;-0.3209426693173063;0.4374535176225371;-0.13182297553778755;0.17904282162056165;-0.03226945613455816;0.02110793713783103;-0.006134353176310469;0;0.0
11;0.6427694799164129;-0.3130667256062226;-0.20991292941778678;0.13339919093657732;-0.004603430040804419;-0.029709610799566785;0.009198187344131628;1;1.0
12;0.6364055788440444;-0.3145788165881322;-0.2095100873368128;0.13445593848156312;-0.0041108478947582015;-0.029650616454704636;0.009148065583236662;1;1.0
13;0.05423215315088938;-0.4821635285814208;-0.005724333793329669;-0.06498346306329225;-0.012585040775722126;-0.0006074592297753258;0.0012920288639631696;0;0.0
14;0.5833827830125915;-0.06000228444039636;-0.20139522540059174;0.11280773084041211;-0.0046640880435317306;-0.029722290438825176;0.00926882280422445;1;1.0
15;0.6389013372803276;-0.18039843193473315;-0.20729806589772432;0.11880969553587756;-0.006632874138985172;-0.029955379969710254;0.009436909670537612;1;1.0
16;0.6523573110648049;-0.26625953407227;-0.20973376358275203;0.12672753454637467;-0.006121911049206551;-0.029892378203163393;0.009363432618626015;1;1.0
17;0.6445539504276381;-0.26811361678602985;-0.20923726376019247;0.12802479573036488;-0.005517861970445708;-0.029820032771506747;0.009301971933986046;1;1.0
18;0.3648128154051565;0.44530138221603394;0.6294775818981171;0.16167383882101324;-0.03899789429168721;-0.0034869125868438166;0.004985860736627607;0;0.0
19;0.6132535339346536;-0.09743410813911431;-0.2040860607188719;0.11291901660657275;-0.006200070552205831;-0.029905348911115733;0.009414361242030229;1;1.0
20;-0.012887974085245278;-0.4535821573340906;-0.0006618131691068321;-0.05890130576246436;-0.00816559558910481;-7.905494647243391e-05;0.000853106404828235;0;0.0
21;0.6061556967161974;-0.23270791489640444;-0.2060023861691021;0.12933201496694424;-0.0033217469881579435;-0.029557911210466876;0.009089268287806963;1;1.0
22;0.15156928480899795;-0.29633089660868295;-0.1769051165925123;0.19695413232335987;-0.05409684941674139;0.01851084043251603;-0.0041175746119670375;0;0.0
23;0.44891108392649853;0.6205131690713375;-0.18020195424067856;0.053924904517960205;-0.006675366184068538;-0.029977615745987042;0.00964536854472998;1;1.0
24;-0.13941372462520615;-0.17194083992003978;0.012919777312013289;-0.07340736751342983;-0.003805340207767181;0.000436845615142213;0.0004846702229521239;0;0.0
25;0.5959919661561369;-0.05700634411776992;-0.20219820996862883;0.11071111661117611;-0.005640163942710495;-0.029839192915481184;0.009368135524626871;1;1.0
26;0.4487995510971838;0.5759575434215038;-0.18098471224403273;0.05902080377557452;-0.005890446975810419;-0.029882705490892492;0.009554760779591144;1;1.0
27;-0.05425830150691533;-0.5524699941629775;0.00039292039647952776;-0.04186773897718533;-0.00341055295470657;0.0004922504499952912;0.00034780600721897947;0;0.0
28;0.4633050387932687;0.53487492611675;-0.18269780530315335;0.06168653289109592;-0.006237020268962526;-0.02992331137748259;0.009579279539996412;1;1.0
29;-0.24865410594159224;0.11380748333681512;0.025400952994981938;-0.09078737315097862;-0.0007831369450898261;0.0007924907673718528;0.0002523771823748159;0;0.0
30;-0.41930088327336035;0.25137827496923076;0.0394227839106111;-0.08272502194401812;0.009321381744468261;0.0019990758212334024;-0.0007327539674974271;0;0.0
31;0.45577015777301944;0.577613459618396;-0.18145374356483338;0.05784704027555933;-0.006430527090378167;-0.02994740152661533;0.009609680772994634;1;1.0
32;0.44186944848020204;0.4066021690999848;-0.10916678316498447;0.713312804610164;0.00268997664248257;0.01738485480963457;-0.0009657168615260713;0;0.0
33;0.4318584021547445;0.5719322585862977;-0.17991173685077044;0.06183428013096749;-0.004579147663546365;-0.02972565680515249;0.009421332737346999;1;1.0
34;-0.018163687451000804;0.3466885165131331;0.013885292898966171;-0.1494201708656387;-0.021730464274205392;-0.0017199321594457394;0.002426685800679857;0;0.0
35;0.36142392089547243;0.09601701932915095;-0.10655669918914012;-0.1198080683137104;-0.00039210896089977105;-0.02075310696139361;0.00034829002287374854;0;0.0
36;0.4250945009526753;0.5703252228458644;-0.17947542194025765;0.06296222310940867;-0.004055446802865162;-0.029662931676111164;0.009368054771413914;1;1.0
37;0.45155957494838406;0.5766133233485189;-0.18116059442335192;0.0585618074694472;-0.006104102471434073;-0.029908294597533996;0.009576499422534005;1;1.0
38;0.16630880922747038;-0.5000632245386809;-0.013648983347066095;-0.07854036877126848;-0.0204845516233676;-0.00155266298442766;0.0020850383220893587;0;0.0
39;0.038526448229519936;-0.30777872063492584;-0.0015664261744609332;-0.08268238870046564;-0.014474438357202649;-0.000837357846285089;0.0015272457092930817;0;0.0
40;-0.3655757314252236;0.041497770946889175;0.03205498385928352;-0.06626982410938657;0.009044004420769695;0.001970367273900082;-0.000758251345660487;0;0.0
41;0.6527046906412634;-0.3553605172180351;-0.21166793546715446;0.13436921060813886;-0.08126095564705116;0.009846074864620382;0.0004420085054471329;0;1.0
42;0.6137904112582803;-0.23089391572100573;-0.20648925913494967;0.12806214396421742;-0.003912762712763587;-0.029628696189410463;0.009149401473570075;1;1.0
43;0.014026106912706317;0.18579833891440464;0.8133497088844632;0.33675520187636016;-0.005552834108361326;0.0005998254291924789;0.0017464021562664334;0;0.0
44;-0.20935510726057044;0.21220317205718478;0.024478071293201932;-0.10747655862710923;-0.005377839249574887;0.00024038894806719397;0.0007413633796363742;0;0.0
